    1 1  9  4  1 1.000000e+00 1246
    1 2  4  8  1 1.000000e+00 556
    2 1  4  8  1 1.000000e+00 556
    2 2  7  5  3 1.000000e+00 963
    3 1 22  2 12 1.000000e+00 3177
    3 2 21  1  9 1.000000e+00 3009
    4 1  6  5  2 1.000000e+00 812
    4 2  6  5  3 1.000000e+00 813
    5 1  9  4  1 1.000000e+00 1246
    5 2 21  1  9 1.000000e+00 3009
    6 1 22  2 12 9.992107e-01 3177
    6 2 17  3 13 9.992107e-01 2443
    7 1  9  4  1 1.000000e+00 1246
    7 2  6  5  2 1.000000e+00 812
    8 1 14  8  2 1.000000e+00 2057
    8 2  6  5  3 1.000000e+00 813
    9 1  8  5  2 1.000000e+00 1112
    9 2  8  5  3 1.000000e+00 1113
   10 1  1  1  7 1.000000e+00 7
   10 2 18  2 14 1.000000e+00 2579
   11 1  4  8  1 1.000000e+00 556
   11 2 17  8  2 1.000000e+00 2507
   12 1 22  2 12 1.000000e+00 3177
   12 2  8  5  3 1.000000e+00 1113
   13 1 21  1  9 1.000000e+00 3009
   13 2  6  5  2 1.000000e+00 812
   14 1  9  4  1 1.000000e+00 1246
   14 2  4  8  1 1.000000e+00 556
   15 1  1  1  7 1.000000e+00 7
   15 2  6  5  3 1.000000e+00 813
   16 1  3  1  7 1.000000e+00 307
   16 2  4  8  1 1.000000e+00 556
   17 1  6  5  3 1.000000e+00 813
   17 2  6  5  3 1.000000e+00 813
   18 1 17  8  2 1.000000e+00 2507
   18 2  6  5  3 1.000000e+00 813
   19 1  1  1  7 1.000000e+00 7
   19 2  6  5  3 1.000000e+00 813
   20 1 22  2 12 1.000000e+00 3177
   20 2 10  7  6 1.000000e+00 1446
   21 1 17  2 14 1.000000e+00 2429
   21 2 18  2 14 1.000000e+00 2579
   22 1  1  1  7 1.000000e+00 7
   22 2 22  2 12 1.000000e+00 3177
   23 1 22  2 12 1.000000e+00 3177
   23 2  3  8  2 1.000000e+00 407
   24 1  4  8  1 1.000000e+00 556
   24 2 20  8  2 1.000000e+00 2957
   25 1  9  4  1 1.000000e+00 1246
